,study,MAT,MAP,AI,BD,sand,clay,SOC,CN,pH,soil.biodiversity,MBC,FBratio,cropland.type,Nrate,OF2,tillage,irrigation,type,application,richness,duration,cover.days,terminate.time,yield,SOCrr,N2O,CH4,MWD,AMS,climate,soil,microbe,agriculture,CC,type
87,103,17.45,1624,1.1643,1.13,25.095,29.69166667,17.09976798,7.88007741,5.59,0.464595079,53.0304985,2.6094594,paddy,0,1,1,2,1,1,1,1,199,16,0.097349306,0.081278309,0.470276344,0.354512609,-0.021130964,-0.021774458,0.083685183,-0.119204276,0.035701646,0.017845402,-0.00637895,legume
88,103,17.45,1624,1.1643,1.13,25.095,29.69166667,17.09976798,7.88007741,5.59,0.464595079,53.0304985,2.6094594,paddy,45,1,1,2,1,1,1,1,199,16,0.075324363,0.052171965,0.376615426,0.332453825,-0.021639111,-0.030559615,0.083685183,-0.119204276,0.035701646,0.014490968,-0.00637895,legume
89,103,17.45,1624,1.1643,1.13,25.095,29.69166667,17.09976798,7.88007741,5.59,0.464595079,53.0304985,2.6094594,paddy,90,1,1,2,1,1,1,1,199,16,0.067406462,0.036799968,0.370363144,0.334502037,-0.018961402,-0.038248807,0.083685183,-0.119204276,0.035701646,0.011136533,-0.00637895,non-legume
90,103,17.45,1624,1.1643,1.13,25.095,29.69166667,17.09976798,7.88007741,5.59,0.464595079,53.0304985,2.6094594,paddy,150,1,1,2,1,1,1,1,199,16,0.061657699,0.027826768,0.375015059,0.335502551,-0.018885597,-0.043737706,0.083685183,-0.119204276,0.035701646,0.006663953,-0.00637895,legume
91,105,17.2,1422,1.1786,1.196,31.125,25.25,10.4,9.904761905,4.81,0.452715695,70.47419739,2.852268696,paddy,150,1,1,2,1,1,1,3,178,16,0.086674958,-0.014629271,0.220369848,0.377491536,0.118299652,-0.03260911,0.09894287,-0.102776121,0.041232413,0.006663953,-0.00056958,legume
92,105,17.2,1422,1.1786,1.196,31.125,25.25,10.4,9.904761905,4.81,0.452715695,70.47419739,2.852268696,paddy,146.0855235,1,1,2,1,1,1,3,178,16,0.084986642,-0.009593058,0.206420207,0.376779684,0.11831952,-0.0304592,0.09894287,-0.102776121,0.041232413,0.00695575,-0.00056958,non-legume
93,106,18.05,1250,1.176,1.1656,33.875,25,8.64269142,5.839656365,6.24,0.528078139,74.45760345,2.794022322,paddy,165,1,1,2,1,1,1,5,179,16,0.1297746,0.093287852,0.054759927,0.305028519,0.047976063,0.032752193,0.114880993,-0.103084413,0.043100972,0.005545809,0.000863993,legume
94,106,18.05,1250,1.176,1.1656,33.875,25,8.64269142,5.839656365,6.24,0.528078139,74.45760345,2.794022322,paddy,174.0062777,2,1,2,1,1,1,5,179,16,0.099525315,0.060350852,0.039159277,0.226716054,0.054878885,0.024360266,0.114880993,-0.103084413,0.043100972,0.037260665,0.000863993,legume
95,106,18.05,1250,1.176,1.1656,33.875,25,8.64269142,5.839656365,6.24,0.528078139,74.45760345,2.794022322,paddy,192.0188331,2,1,2,1,1,1,5,179,16,0.095976249,0.076292163,0.039050306,0.226484719,0.076406254,0.031149463,0.114880993,-0.103084413,0.043100972,0.035917955,0.000863993,non-legume
96,107,17.8,1290,1.2463,1.14,39.33333333,27.95833333,13.09,8.284810127,6.6,0.655337691,54.6371994,2.5321908,paddy,153,1,1,2,2,1,1,27,179,15,0.056194173,0.059877591,-0.04254929,0.317394696,0.085692546,0.004533268,0.118579761,-0.105557543,0.03873595,0.006440324,0.00958746,non-legume
97,107,17.8,1290,1.2463,1.14,39.33333333,27.95833333,13.09,8.284810127,6.6,0.655337691,54.6371994,2.5321908,paddy,153,1,1,2,1,1,1,27,179,15,0.088403173,0.061461799,0.155635681,0.26344194,0.093990709,0.012884423,0.118579761,-0.105557543,0.03873595,0.006440324,0.018757958,legume
98,107,17.8,1290,1.2463,1.14,39.33333333,27.95833333,13.09,8.284810127,6.6,0.655337691,54.6371994,2.5321908,paddy,153,1,1,2,2,1,1,27,179,15,0.056194173,0.059877591,-0.04254929,0.317394696,0.085692546,0.004533268,0.118579761,-0.105557543,0.03873595,0.006440324,0.00958746,non-legume
99,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,225,1,1,2,1,1,1,2,151,10,0.047185475,0.070138668,0.209114618,0.37877201,0.054453823,-0.022289523,0.081518908,-0.101078155,0.037150333,0.001073229,0.003605015,non-legume
100,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,225,1,1,2,1,1,1,3,152,10,0.065327783,0.069604254,0.21292542,0.367811692,0.104995164,-0.009607899,0.081518908,-0.101078155,0.037150333,0.001073229,0.004222352,legume
101,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,225,1,1,2,1,1,1,4,151,10,0.046480629,0.07281362,0.189061594,0.375476075,0.107389664,-0.014203841,0.081518908,-0.101078155,0.037150333,0.001073229,0.005237488,non-legume
102,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,225,1,1,2,1,1,1,5,151,10,0.036685384,0.081901945,0.170717203,0.372109334,0.108289185,-0.012574678,0.081518908,-0.101078155,0.037150333,0.001073229,0.006053725,non-legume
103,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,6,151,10,0.028016508,0.083303013,0.178075862,0.376702144,0.108817295,-0.016026827,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.006869962,legume
104,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,7,152,10,0.049671286,0.083126071,0.182119477,0.378260754,0.108878593,-0.009350148,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.007487299,non-legume
105,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,8,151,10,0.026970263,0.084643983,0.185181936,0.381711604,0.108725994,-0.017077576,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.008502435,legume
106,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,9,151,10,0.027521527,0.08529626,0.190040694,0.381416364,0.109049201,-0.016875412,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.009318672,non-legume
107,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,10,151,10,0.026808912,0.086174784,0.186483368,0.378250591,0.124010562,-0.01451266,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.010134909,non-legume
108,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,240,1,1,2,1,1,1,11,152,10,0.07011702,0.085110652,0.185956963,0.379113688,0.126623592,-0.000295081,0.081518908,-0.101078155,0.037150333,-4.49E-05,0.010752246,legume
109,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,12,151,10,0.018552366,0.086341084,0.2165819,0.378872134,0.125217848,-0.018955626,0.081518908,-0.101078155,0.037150333,-0.002281206,0.011767382,non-legume
110,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,13,151,10,-0.002109265,0.086221253,0.216761768,0.379014419,0.125093681,-0.025916572,0.081518908,-0.101078155,0.037150333,-0.002281206,0.012583619,mixture
111,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,14,151,10,0.005678643,0.085927293,0.217625595,0.378279665,0.125920766,-0.023282882,0.081518908,-0.101078155,0.037150333,-0.002281206,0.013399856,mixture
112,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,15,152,10,0.008557065,0.084540034,0.216961407,0.378275857,0.127101335,-0.022646589,0.081518908,-0.101078155,0.037150333,-0.002281206,0.014017193,mixture
113,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,16,151,10,0.001041925,0.085442424,0.215429966,0.378232095,0.127553323,-0.024682642,0.081518908,-0.101078155,0.037150333,-0.002281206,0.015032329,non-legume
114,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,17,151,10,0.000719583,0.085562874,0.217095611,0.378232095,0.127759577,-0.024824479,0.081518908,-0.101078155,0.037150333,-0.002281206,0.015848566,non-legume
115,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,18,151,10,0.000996882,0.085696269,0.216332594,0.382190905,0.128091815,-0.025190269,0.081518908,-0.101078155,0.037150333,-0.002281206,0.016664803,legume
116,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,19,152,10,0.004827719,0.084425696,0.21683701,0.382237112,0.128252657,-0.024382778,0.081518908,-0.101078155,0.037150333,-0.002281206,0.01728214,non-legume
117,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,20,151,10,0.00327277,0.085518163,0.215388555,0.382015385,0.128205555,-0.024401392,0.081518908,-0.101078155,0.037150333,-0.002281206,0.018297276,mixture
118,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,21,151,10,0.00504331,0.08560351,0.217351356,0.380192831,0.128246733,-0.023624924,0.081518908,-0.101078155,0.037150333,-0.002281206,0.019113513,mixture
119,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,270,1,1,2,1,1,1,22,151,10,0.009912617,0.08542832,0.219708068,0.380462187,0.128335062,-0.022237453,0.081518908,-0.101078155,0.037150333,-0.002281206,0.01992975,mixture
120,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,23,152,10,-0.007348076,0.084743774,0.219440349,0.379714321,0.128204688,-0.028108023,0.081518908,-0.101078155,0.037150333,-0.004517496,0.020547087,non-legume
121,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,24,151,10,-0.006751212,0.085573216,0.219218974,0.37974179,0.12861102,-0.027564584,0.081518908,-0.101078155,0.037150333,-0.004517496,0.021562223,non-legume
122,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,25,151,10,-0.009288704,0.085573216,0.219329796,0.37974179,0.128694307,-0.028406383,0.081518908,-0.101078155,0.037150333,-0.004517496,0.02237846,legume
123,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,26,151,10,-0.032077156,0.085729916,0.219385206,0.37974179,0.128731793,-0.035931631,0.081518908,-0.101078155,0.037150333,-0.004517496,0.023194697,non-legume
124,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,27,152,10,-0.03223945,0.084806224,0.219436493,0.379707607,0.128783591,-0.036303264,0.081518908,-0.101078155,0.037150333,-0.004517496,0.023812034,mixture
125,108,17.45,1612,1.1365,1.095,35.875,25.375,18.9,10.5,6.5,0.457880616,85.03990173,1.504865527,paddy,300,1,1,2,1,1,1,28,151,10,-0.02285365,0.085991312,0.218126285,0.378540688,0.128710816,-0.032520588,0.081518908,-0.101078155,0.037150333,-0.004517496,0.02482717,mixture
126,113,17,1341,0.9882,1.18,24.375,30.125,29.11832947,15.32543656,6.2,0.444547981,75.3302002,2.531512022,paddy,0,1,1,3,1,1,1,1,197,7,0.127019319,0.082072873,0.253836563,0.246907752,-0.194251223,-0.001427624,0.083160631,-0.123431843,0.04045283,0.017583979,-0.006550345,mixture
127,113,17,1341,0.9882,1.18,24.375,30.125,29.11832947,15.32543656,6.2,0.444547981,75.3302002,2.531512022,paddy,0,1,1,3,2,1,1,1,197,7,0.085075096,0.080490721,0.001066582,0.289762458,-0.181880606,-0.005898362,0.083160631,-0.123431843,0.04045283,0.017583979,-0.015720843,non-legume
128,120,17.87916756,1423,1.1809,1.088,28.25,29.75,11.6,6.823529412,6.15,0.459406704,70.47419739,2.852268696,paddy,74,1,1,3,3,1,2,1,168,39,0.087503306,0.088848231,0.299079655,0.374519087,-0.01394449,-0.01437756,0.102037984,-0.112246619,0.041340528,0.012067797,0.024215205,non-legume
129,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,2,1,2,2,1,2,161,17,-0.021948786,0.039736471,0.043625978,0.19761601,0.020398572,-0.02297643,0.093013902,-0.0877295,0.057934013,-0.003365435,-0.007881947,legume
130,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,2,1,1,2,1,2,161,17,-0.009932083,0.036466504,0.219585506,0.191025543,0.002203513,-0.031592004,0.093013902,-0.0877295,0.057934013,-0.003365435,0.00128855,non-legume
131,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,2,1,1,2,164,14,0.005180727,0.024743311,-0.007870239,0.130049537,0.038997738,-0.004156782,0.093013902,-0.0877295,0.057934013,0.010652527,-0.007898205,mixture
132,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,1,1,1,2,164,14,-0.001584238,0.02199097,0.185364247,0.140472805,0.023859518,-0.02205757,0.093013902,-0.0877295,0.057934013,0.010652527,0.001272293,mixture
133,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,2,1,1,2,164,14,0.005180727,0.024743311,-0.007870239,0.130049537,0.038997738,-0.004156782,0.093013902,-0.0877295,0.057934013,0.010652527,-0.007898205,mixture
134,124,14.1833334,1356,1.1987,1.085,42.66666667,17.83333333,30.22102088,12.892927,6.2,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,1,1,1,2,164,14,-0.001584238,0.02199097,0.185364247,0.140472805,0.023859518,-0.02205757,0.093013902,-0.0877295,0.057934013,0.010652527,0.001272293,non-legume
135,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,2,1,1,2,1,4,195,1,-0.023843371,0.044876201,0.115531624,0.191815584,0.013940498,-0.025915698,0.10752274,-0.085020663,0.057934013,-0.003365435,-0.004853472,non-legume
136,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,2,1,2,2,1,4,195,1,-0.024262758,0.046681665,-0.076665223,0.193767282,0.026724859,-0.012885854,0.10752274,-0.085020663,0.057934013,-0.003365435,-0.01402397,non-legume
137,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,1,1,1,4,195,1,-0.012270009,0.046826138,0.061263291,0.14756995,0.013153393,-0.011679824,0.10752274,-0.085020663,0.057934013,0.010652527,-0.004083299,non-legume
138,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,2,1,1,4,195,1,0.035471851,0.049204966,-0.128743285,0.129426838,0.025964175,0.020421882,0.10752274,-0.085020663,0.057934013,0.010652527,-0.013253797,non-legume
139,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,1,1,1,4,195,1,-0.012270009,0.046826138,0.061263291,0.14756995,0.013153393,-0.011679824,0.10752274,-0.085020663,0.057934013,0.010652527,-0.004083299,non-legume
140,137,14.2,1154,1.1957,1.078,52,18,32.74928074,13.0892409,6.4,0.575738311,166.7779999,1.267133117,paddy,100,1,1,1,2,1,1,4,195,1,0.035471851,0.049204966,-0.128743285,0.129426838,0.025964175,0.020421882,0.10752274,-0.085020663,0.057934013,0.010652527,-0.013253797,non-legume
141,72,23.80833435,759,0.3828,1.532,78,11,3.756106728,6.751301996,7.876,0.606619239,86.3470993,4.487538338,paddy,0,1,1,3,1,1,1,4,60,2,0.058253625,0.061080012,0.733194624,0.076775404,0.14311571,0.001247682,0.088662037,-0.069061842,0.05708699,0.017583979,0.022831421,mixture
142,146,16.39166641,432,0.2324,1.466,39,23,10.7,11.88888889,4.75,0.33300525,110.2590027,2.473538399,paddy,109.8677,2,1,2,1,1,1,1,207,5,-0.20360495,0.05290976,0.412386076,0.460549559,0.009871008,-0.140800435,0.064251723,-0.107709998,0.046969768,0.042041747,-0.008665831,non-legume
143,146,16.39166641,432,0.2324,1.466,39,23,10.7,11.88888889,4.75,0.33300525,110.2590027,2.473538399,paddy,121.4522,2,1,2,1,1,1,1,238,5,-0.189533164,0.060709966,0.323281794,0.455067029,0.000261709,-0.128287909,0.064251723,-0.107709998,0.046969768,0.041178203,-0.014831726,non-legume
144,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,200,1,1,3,1,1,1,17,178,61,-0.011724237,0.112612607,0.241351416,0.324181941,0.127856495,-0.01287105,0.084687252,-0.111941504,0.037425366,0.00267538,0.013703709,non-legume
145,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,200,1,1,3,2,1,1,17,178,61,-0.008689989,0.108309572,0.138397642,0.434136065,0.136141844,-0.0226348,0.084687252,-0.111941504,0.037425366,0.00267538,0.004533211,non-legume
146,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,270,1,1,3,1,1,1,17,178,61,-0.055470661,0.11261216,0.246622967,0.318503371,0.129077534,-0.026766287,0.084687252,-0.111941504,0.037425366,-0.00254263,0.013703709,non-legume
147,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,270,1,1,3,2,1,1,17,178,61,-0.04247373,0.108956496,0.143692288,0.428852339,0.136982208,-0.03308857,0.084687252,-0.111941504,0.037425366,-0.00254263,0.004533211,non-legume
148,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,200,1,1,3,1,1,1,18,182,61,0.024996268,0.114481112,0.24271239,0.363915298,0.125786487,-0.006184478,0.084687252,-0.111941504,0.037425366,0.00267538,0.013724346,non-legume
149,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,200,1,1,3,2,1,1,18,182,61,0.029072343,0.10993407,0.138376271,0.471265723,0.134083698,-0.0152184,0.084687252,-0.111941504,0.037425366,0.00267538,0.004553849,non-legume
150,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,270,1,1,3,1,1,1,18,182,61,-0.034369743,0.114423154,0.247879485,0.357771341,0.127168439,-0.025203766,0.084687252,-0.111941504,0.037425366,-0.00254263,0.013724346,non-legume
151,148,15.84166622,1071,0.8673,1.232,27.875,26.25,15.13962877,10.25720107,6.718,0.491741538,68.27549744,2.177567005,paddy,270,1,1,3,2,1,1,18,182,61,-0.017979556,0.110589151,0.143555769,0.465341382,0.13512319,-0.029960142,0.084687252,-0.111941504,0.037425366,-0.00254263,0.004553849,non-legume
152,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.303775561,0.431559434,0.777252601,1.298669036,-0.111362118,0.002430565,0.092010162,-0.089971165,0.060247295,0.011136533,0.015031008,non-legume
153,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.303775561,0.431559434,0.777252601,1.298669036,-0.111362118,0.002430565,0.092010162,-0.089971165,0.060247295,0.011136533,0.015031008,non-legume
154,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.303775561,0.431559434,0.777252601,1.298669036,-0.111362118,0.002430565,0.092010162,-0.089971165,0.060247295,0.011136533,0.015031008,mixture
155,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,3,3,1,2,1,204,7,0.325275168,0.430475713,0.887257749,1.231105539,-0.111464006,0.012643084,0.092010162,-0.089971165,0.060247295,0.010875109,0.015031008,mixture
156,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,3,3,1,2,1,204,7,0.325275168,0.430475713,0.887257749,1.231105539,-0.111464006,0.012643084,0.092010162,-0.089971165,0.060247295,0.010875109,0.015031008,mixture
157,35,13.2,1515.5,1.3346,1.322,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,3,3,1,2,1,204,7,0.325275168,0.430475713,0.887257749,1.231105539,-0.111464006,0.012643084,0.092010162,-0.089971165,0.060247295,0.010875109,0.015031008,mixture
158,35,13.2,1515.5,1.3346,1.33,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.277457438,0.431404131,0.620012377,1.323239371,-0.109761423,-0.000480438,0.092010162,-0.090437488,0.060247295,0.011136533,0.015031008,legume
159,35,13.2,1515.5,1.3346,1.33,38.375,21.08333333,11.83294664,16.90420949,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,2,204,7,0.272973437,0.425405696,0.456133772,1.325185969,0.059572915,0.023608649,0.092010162,-0.090437488,0.060247295,0.011136533,0.015847244,non-legume
160,149,27.4,2115,1.3536,1.085,13,54.2,18,9.677419355,5.54,1.175676107,0,2.909927845,paddy,54,2,1,2,1,1,1,2,28,38,-0.026743911,0.062998874,-0.02789074,0.206861848,0.176674096,0.003324621,0.11124453,-0.171627325,0.035786553,0.046206292,0.029840522,legume
161,149,27.4,2115,1.3536,1.085,13,54.2,18,9.677419355,5.54,1.175676107,0,2.909927845,paddy,54,2,1,3,1,1,1,2,28,38,-0.028963527,0.06432035,0.01127895,0.166017034,0.176411519,0.006738421,0.11124453,-0.171627325,0.035786553,0.045944869,0.029840522,non-legume
162,149,27.4,2115,1.3536,1.085,13,54.2,18,9.677419355,5.54,1.175676107,0,2.909927845,paddy,130,1,1,2,1,1,1,2,78,18,-0.086348123,0.050732703,0.30495109,0.39115411,0.174696564,-0.068148628,0.11124453,-0.171627325,0.035786553,0.008154813,0.018630653,legume
163,149,27.4,2115,1.3536,1.085,13,54.2,18,9.677419355,5.54,1.175676107,0,2.909927845,paddy,130,1,1,3,1,1,1,2,85,18,-0.087127281,0.051906693,0.277715466,0.359809855,0.174561817,-0.061745554,0.11124453,-0.171627325,0.035786553,0.00789339,0.017238354,legume
164,151,17,1613,1.1778,1.1876,26,30.125,7.42459397,5.085338336,5.86,0.459406704,70.47419739,2.852268696,paddy,86,1,1,3,1,1,1,1,193,1,-0.036102942,0.044418852,0.426805764,0.076761762,0.029725809,-0.029959263,0.084034841,-0.118766267,0.041340528,0.011173281,-0.006134209,legume
165,151,17,1613,1.1778,1.1876,26,30.125,7.42459397,5.085338336,5.86,0.459406704,70.47419739,2.852268696,paddy,69,1,1,3,1,1,1,2,192,1,-0.02678191,0.045076978,0.329089953,0.124918715,0.095096052,-0.020903731,0.084034841,-0.118766267,0.041340528,0.012440512,-0.005119073,legume
166,151,17,1613,1.1778,1.1876,26,30.125,7.42459397,5.085338336,5.86,0.459406704,70.47419739,2.852268696,paddy,69,1,1,3,2,1,1,2,192,1,-0.041956477,0.048529951,0.22239045,0.250815738,0.100585847,-0.036432752,0.084034841,-0.118766267,0.041340528,0.012440512,-0.014289571,legume
167,151,17,1613,1.1778,1.1876,26,30.125,7.42459397,5.085338336,5.86,0.459406704,70.47419739,2.852268696,paddy,86,1,1,3,1,1,1,3,194,1,-0.025591033,0.042736542,0.333645085,0.041522782,0.116273676,-0.006975306,0.084034841,-0.118766267,0.041340528,0.011173281,-0.004700636,legume
168,151,17,1613,1.1778,1.1876,26,30.125,7.42459397,5.085338336,5.86,0.459406704,70.47419739,2.852268696,paddy,86,1,1,3,2,1,1,3,194,1,-0.0378883,0.046590106,0.228733008,0.156196282,0.12106262,-0.019926022,0.084034841,-0.118766267,0.041340528,0.011173281,-0.013871133,legume
169,152,14.5,1025,0.7938,1.216,25,22.125,14.67517401,10.55767914,6.53,0.548771262,79.49089813,2.459760189,paddy,270,1,1,3,1,1,1,1,126,27,0.041201729,0.052579446,0.137274241,0.223469873,-0.134522192,-0.023521514,0.074241963,-0.103041699,0.04275373,-0.00254263,0.00883642,legume
170,152,14.5,1025,0.7938,1.216,25,22.125,14.67517401,10.55767914,6.53,0.548771262,79.49089813,2.459760189,paddy,270,1,1,3,1,1,1,1,126,27,0.041201729,0.052579446,0.137274241,0.223469873,-0.134522192,-0.023521514,0.074241963,-0.103041699,0.04275373,-0.00254263,0.00883642,legume
171,152,14.5,1025,0.7938,1.216,25,22.125,14.67517401,10.55767914,6.53,0.548771262,79.49089813,2.459760189,paddy,270,1,1,3,1,1,1,2,130,28,0.036085945,0.052843296,0.108051359,0.219113385,0.052088482,-0.002665406,0.074241963,-0.103041699,0.04275373,-0.00254263,0.008920301,legume
172,152,14.5,1025,0.7938,1.216,25,22.125,14.67517401,10.55767914,6.53,0.548771262,79.49089813,2.459760189,paddy,270,1,1,3,1,1,1,2,130,28,0.036085945,0.052843296,0.108051359,0.219113385,0.052088482,-0.002665406,0.074241963,-0.103041699,0.04275373,-0.00254263,0.008920301,legume
173,156,17.2,1446,1.0404,1.218,31.33333333,25.126,18.25,9.263959391,7.84,0.423930377,62.97409821,1.919821262,paddy,178.245,2,1,3,1,1,1,1,215,29,0.034078639,0.026026815,0.072947708,0.067291201,-0.078683824,-0.002274429,0.082058883,-0.111003225,0.03352907,0.036683274,-0.008739177,legume
