"","study","MAT","MAP","AI","BD","sand","clay","SOC","CN","pH","soil.biodiversity","MBC","FBratio","cropland.type","Nrate","OF2","tillage","irrigation","type","application","richness","duration","cover.days","terminate.time","yield","SOCrr","N2O","CH4","MWD","AMS","climate","soil","microbe","agriculture","CC"
"323","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,2,2,2,2,1,1,189,1,0.0584387707322054,0.0552500164277515,0.280287308720837,0.278853808650136,0.0277853777857933,0.0672066669772555,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0891596712377638,0.0708849147530422
"324","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,2,2,1,2,1,1,189,1,0.0716051499010092,0.0490680049869638,0.193504754046465,0.226365353467515,0.0276063828841669,0.0791899673023304,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0891596712377638,0.0861609077928993
"325","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,2,2,2,2,1,1,189,1,0.0584387707322054,0.0552500164277515,0.280287308720837,0.278853808650136,0.0277853777857933,0.0672066669772555,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0891596712377638,0.0708849147530422
"326","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,1,2,2,1,1,1,189,1,0.0301658992803961,0.0653065800014266,0.545244675943693,0.300755719107742,0.0144734229208564,0.0140287643873221,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0976100619287627,0.0487047761665616
"327","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,1,2,1,1,1,1,189,1,0.0433896677832464,0.060465835809258,0.371152368658221,0.259099518716177,0.0161078163512579,0.0337001132157396,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0976100619287627,0.0639807692064188
"328","11",14.3,361.5,0.239,1.36,26,25,18.51,14.4609375,8.23,0.409405172,100.2549973,4.937355042,"upland",210,1,1,2,2,1,1,1,189,1,0.0301658992803961,0.0653065800014266,0.545244675943693,0.300755719107742,0.0144734229208564,0.0140287643873221,-0.0167684507421819,-0.578079269299673,0.073813379092779,-0.0976100619287627,0.0487047761665616
"329","40",15.03750038,709,0.4226,1.526,33,25,9.238839908,10.28824043,5.6,0.347288042,102.2259979,1.650298238,"upland",8.4,1,2,2,2,2,1,7,151,37,-0.232075866214569,0.0521573145341962,0.09085216524012,0.252229548683028,0.115748417962369,0.115571416079743,0.00816902984284085,-0.459552801651699,0.0175229929086557,-0.125902411434875,0.102119929697034
"330","40",15.03750038,709,0.4226,1.526,33,25,9.238839908,10.28824043,5.6,0.347288042,102.2259979,1.650298238,"upland",8.4,1,1,2,2,1,1,7,151,37,-0.0599145408490479,0.0471136806385542,0.140520057183773,0.194783388372643,0.107057047051761,0.181470334491742,0.00816902984284085,-0.459552801651699,0.0175229929086557,-0.134352802125874,0.0799397911105533
"331","40",15.03750038,709,0.4226,1.464,33,25,9.776009282,12.34344606,5.6,0.347288042,102.2259979,1.650298238,"upland",16.8,1,2,2,2,2,1,8,141,50,-0.212603280220012,0.061604046319162,-0.0388241864829547,0.280331800258605,0.150281978744558,0.202379427335922,0.00816902984284085,-0.454436946092022,0.0175229929086557,-0.124371463926663,0.108286674771206
"332","40",15.03750038,709,0.4226,1.464,33,25,9.776009282,12.34344606,5.6,0.347288042,102.2259979,1.650298238,"upland",16.8,1,1,2,2,1,1,8,141,50,-0.0290105958261954,0.0488950734905856,0.0260365461560982,0.243973091631606,0.137525412274601,0.262060195773164,0.00816902984284085,-0.454436946092022,0.0175229929086557,-0.132821854617661,0.0861065361847252
"333","40",15.03750038,709,0.4226,1.466,33,25,8.589470998,9.941517359,5.6,0.347288042,102.2259979,1.650298238,"upland",16.8,1,2,2,2,2,1,8,141,50,-0.21228355465077,0.0419270227737567,0.0451722660637075,0.253345835472012,0.122442895772555,0.139006258890253,0.00816902984284085,-0.457965789283794,0.0175229929086557,-0.124371463926663,0.108286674771206
"334","40",15.03750038,709,0.4226,1.466,33,25,8.589470998,9.941517359,5.6,0.347288042,102.2259979,1.650298238,"upland",16.8,1,1,2,2,1,1,8,141,50,-0.0565409287995925,0.0348487199398029,0.102033814691847,0.205744908339221,0.112444616990922,0.192913813748091,0.00816902984284085,-0.457965789283794,0.0175229929086557,-0.132821854617661,0.0861065361847252
"335","23",20.63333321,1425,0.8807,1.32,10.8,65,16.76032483,14.15567975,5.1,0.962418377,9.880479813,1.840021849,"upland",0,1,2,1,2,2,1,11,60,1,0.183749827580784,0.071734572561591,0.431475249789376,0.226990070114837,0.0818394592795535,0.237624831480529,0.0328948619550771,-0.521489140833527,-0.0151815850120833,-0.064973696767858,0.088794337431244
"336","23",20.63333321,1425,0.8807,1.32,10.8,65,16.76032483,14.15567975,5.1,0.962418377,9.880479813,1.840021849,"upland",0,1,2,1,1,2,1,11,60,1,0.24696985761031,0.0733828130242697,0.731049160107092,0.213696357756572,0.103853148154681,0.29982322223156,0.0328948619550771,-0.521489140833527,-0.0151815850120833,-0.064973696767858,0.104070330471101
"337","23",20.63333321,1425,0.8807,1.32,10.8,65,16.76032483,14.15567975,5.1,0.962418377,9.880479813,1.840021849,"upland",0,1,2,1,2,2,1,11,60,1,0.183749827580784,0.071734572561591,0.431475249789376,0.226990070114837,0.0818394592795535,0.237624831480529,0.0328948619550771,-0.521489140833527,-0.0151815850120833,-0.064973696767858,0.088794337431244
"338","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,1,1,1,1,209,1,0.09477197100602,0.345368361005113,0.776088852353543,0.363083529235689,0.142152678539073,0.348656549577688,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0693183266538565
"339","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,1,1,1,1,209,1,0.09477197100602,0.345368361005113,0.776088852353543,0.363083529235689,0.142152678539073,0.348656549577688,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0693183266538565
"340","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,3,1,2,1,209,1,0.0994299395253524,0.338685878778855,0.743446392760605,0.310227978823652,0.136212300337937,0.341975612051495,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0398923136129665
"341","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,2,1,1,1,209,1,0.062263171294819,0.335581895543423,0.493957773632691,0.317864926676403,0.129112546977007,0.320529407885659,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0540423336139993
"342","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,1,1,1,2,224,1,0.112371965834851,0.364830463322755,0.708541462242902,0.300583433795404,0.16824200695139,0.421329807602569,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0785551615608523
"343","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,1,1,1,2,224,1,0.112371965834851,0.364830463322755,0.708541462242902,0.300583433795404,0.16824200695139,0.421329807602569,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0785551615608523
"344","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,3,1,2,2,224,1,0.119162744260547,0.358605846954523,0.711323862286186,0.242692199926353,0.165472306690399,0.420806249358823,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0491291485199623
"345","41",13.4,420,0.2569,1.414,37.875,22.375,9.342320186,10.61627294,8.04,0.356510699,224.951004,3.659601688,"upland",0,1,1,1,2,1,1,2,224,1,0.0813934774094509,0.355161346168964,0.449539943066558,0.263188685668334,0.162030714887659,0.406361751112764,-0.00735936659086707,-0.575449897094639,0.0598408058623658,-0.0734240874588569,0.0632791685209951
"346","42",11.6,1043,0.793,1.346,11,31,20.30162413,14.81870374,6.2,0.435664415,98.19529724,2.643415689,"upland",224,1,2,1,2,2,1,1,181,11,0.00753163511717681,0.0388669967085727,0.269807734027909,0.410659453635517,-0.122095542781676,-0.274193363172309,0.00119055764819778,-0.462236571341107,0.0308048480397183,-0.0241484298821783,0.0715205509867389
"347","42",11.6,1043,0.793,1.346,11,31,20.30162413,14.81870374,6.2,0.435664415,98.19529724,2.643415689,"upland",224,1,2,1,2,2,1,2,204,22,-0.0271814931244739,0.0434976882696866,0.216911529750896,0.378718731040158,0.095992029413874,0.160059776561491,0.00119055764819778,-0.462236571341107,0.0308048480397183,-0.0241484298821783,0.0859401340066487
"348","42",11.6,1043,0.793,1.346,11,31,20.30162413,14.81870374,6.2,0.435664415,98.19529724,2.643415689,"upland",224,1,2,1,2,2,1,3,207,41,-0.0234462380373544,0.0503110558947227,0.20308699582814,0.334537586598175,0.176781148562362,0.331573122941385,0.00119055764819778,-0.462236571341107,0.0308048480397183,-0.0241484298821783,0.0972386869492581
"349","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,1,101,13,0.257495307275788,0.0549693619862726,0.292636695666893,0.11060905952265,-0.188984134139635,-0.27019544773902,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0507244530395224
"350","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,1,101,15,0.277093408179871,0.0546047016601983,0.293956882067616,0.114158104410573,-0.188823311313886,-0.260649941628735,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0512785848820567
"351","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,1,101,15,0.277093408179871,0.0546047016601983,0.293956882067616,0.114158104410573,-0.188823311313886,-0.260649941628735,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0512785848820567
"352","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,1,101,7,0.275560528471037,0.0604282532070957,0.280948819248106,0.155493905781444,-0.19603271355971,-0.276620471981685,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0501880305507437
"353","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,1,101,15,0.280083541202784,0.056252073313661,0.28574798778517,0.144419398931193,-0.19710594880386,-0.277076021084836,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0524045579208811
"354","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,2,101,17,0.382272309852018,0.0540847620118723,0.224949188862536,0.107186472426557,-0.0736391457608634,0.0297734943746209,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0570663835460086
"355","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,2,101,15,0.337798181677132,0.0541918444379939,0.217383460419205,0.10961995426995,-0.0729433930947022,0.00977303188400881,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0565122517034743
"356","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,2,101,15,0.337798181677132,0.0541918444379939,0.217383460419205,0.10961995426995,-0.0729433930947022,0.00977303188400881,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0565122517034743
"357","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,2,101,13,0.340145837412026,0.0561964284285524,0.220816785315411,0.134417168697517,-0.0795674169919863,-0.00376926201335587,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0570840928997642
"358","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,2,101,11,0.351324717530118,0.0576239983250581,0.216135058632636,0.145410156618099,-0.0804259618992603,-0.000168492245344604,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0565299610572299
"359","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,3,101,11,0.429787561057887,0.0560902446907041,0.178550859620777,0.10789067765944,0.0133411224103152,0.233402881597674,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.060637654839823
"360","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,3,101,12,0.404130858314759,0.055904753257168,0.183223140443257,0.101216467062028,0.0134654073288519,0.221255308351871,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0609147207610902
"361","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,3,101,14,0.395800110604127,0.0544071969811255,0.186019258230383,0.0978569205282265,0.0144766584958842,0.21900754657175,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0614688526036246
"362","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,3,101,14,0.4051176266736,0.0560207605580029,0.194239954730473,0.127489098049848,0.00906586569148186,0.210759064728214,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0625948256424489
"363","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,3,101,15,0.402396204308323,0.0559294848036033,0.195507470392369,0.130584900830042,0.00935862392463242,0.209777470975247,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0628718915637161
"364","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,4,101,10,0.493190574696854,0.056389641820542,0.164207325852823,0.107939532885278,0.0156572567891813,0.269807485030229,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0655942557399734
"365","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,4,101,17,0.477257494015686,0.05464398148977,0.184479396880343,0.0976481808296092,0.0166709605220062,0.263337495753576,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0675337171888436
"366","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,4,101,14,0.428641239523238,0.0550398747401492,0.174324361187811,0.0972287221660778,0.0170029581335212,0.240919116503785,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0667025194250421
"367","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,4,101,17,0.511748725301426,0.0558460267847248,0.191202952669977,0.127060475242367,0.00960837400177807,0.263985822901802,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.068659690227668
"368","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,4,101,20,0.538231876893604,0.0591183553815046,0.188742115301981,0.124670100138046,0.0146392994774033,0.288100049171565,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0694908879914695
"369","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",0,1,2,1,2,2,1,5,101,14,0.266370372906177,0.0524694050591833,0.213849820322099,0.14802150514541,-0.00792068247933275,0.105566236568211,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.064973696767858,0.0719361862464596
"370","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",0,1,2,1,2,2,1,5,101,13,0.258007294970727,0.0523643783782651,0.21296249202586,0.147464293920258,-0.00806945213243195,0.101238574070338,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.064973696767858,0.0716591203251924
"371","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",0,1,2,1,2,2,1,5,101,16,0.25700082969578,0.0524686074421926,0.22501366155095,0.146995366856867,-0.0075844080598733,0.101195515505053,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.064973696767858,0.0724903180889939
"372","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",0,1,2,1,2,2,2,5,101,14,0.273033476045188,0.0542751283658928,0.230202709771282,0.168987137069237,-0.0126437734025309,0.0975532287086298,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.064973696767858,0.0730621592852839
"373","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",0,1,2,1,2,2,2,5,101,9,0.274873658190908,0.0586584679594302,0.225491799590265,0.178385847680641,-0.0133945170542263,0.0975130302468669,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.064973696767858,0.0716768296789481
"374","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,6,101,17,0.352144658201788,0.0547984744410208,0.138555174391591,0.0907278450520313,0.0186787525158235,0.209123729976269,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0780010508316786
"375","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,6,101,14,0.310137661121936,0.0553524765463336,0.129566188950856,0.0913245670163626,0.0190509395399433,0.189927587538291,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0771698530678771
"376","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,6,101,14,0.310137661121936,0.0553524765463336,0.129566188950856,0.0913245670163626,0.0190509395399433,0.189927587538291,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0771698530678771
"377","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,6,101,13,0.313691048132317,0.0569373990367505,0.144812049970038,0.120873589051457,0.0134931649166321,0.178222806309825,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0780187601854343
"378","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,6,101,13,0.313691048132317,0.0569373990367505,0.144812049970038,0.120873589051457,0.0134931649166321,0.178222806309825,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0780187601854343
"379","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,7,101,14,0.33790773758287,0.0551098288856927,0.128662869826217,0.0948519707445448,0.0178328638538392,0.200772855728311,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0824035198892946
"380","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,7,101,15,0.338252711875606,0.0550249090799928,0.129928750032081,0.0984186326734681,0.0181287098500581,0.201267473890522,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0826805858105618
"381","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,7,101,19,0.384244457780454,0.0538510300196438,0.136309696308139,0.0922157195901041,0.0228860519205621,0.233207651637244,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0837888494956305
"382","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,7,101,5,0.370541204815427,0.0586578190696623,0.138598329838091,0.134694898570534,0.0188810084775792,0.216834223819028,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0810358996367144
"383","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,7,101,13,0.342393912521576,0.0566801145304671,0.144185887043041,0.12364220103519,0.012307326281123,0.189614452225518,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0832524270068518
"384","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,8,101,15,0.329065087217416,0.05540474695873,0.130047397226848,0.105701377893752,0.0177429915279891,0.195665198723225,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0879142526319793
"385","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,8,101,13,0.315950392118166,0.0556287831661228,0.128376755707711,0.101685461705902,0.0173593907910719,0.188839428474866,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0873601207894449
"386","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,1,8,101,13,0.315950392118166,0.0556287831661228,0.128376755707711,0.101685461705902,0.0173593907910719,0.188839428474866,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0873601207894449
"387","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,8,101,13,0.334387989143915,0.0570506453240023,0.144351820588433,0.129780626046943,0.0120519655045781,0.184914364367985,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0884860938282693
"388","43",17.6,1400,1.4415,1.2232,41,38,23.20185615,15.06614036,6.2,0.999975264,79.54219818,2.295101881,"upland",100,2,2,1,2,2,2,8,101,18,0.407382362662973,0.0554421478464524,0.153421702127512,0.129366776148689,0.016384865509941,0.228606711995165,-0.0828683168761829,-0.60842570288206,-0.00522729416343062,-0.0661629471685191,0.0898714234346052
"389","44",8.7,835,0.7252,1.342,46.5,21.5,21,14.07506702,6,0.39352119,124.3740005,2.597204208,"upland",0,1,2,1,2,2,2,1,237,1,-0.0405161903868642,0.0447856640823811,-0.257722033596209,0.426745505362941,-0.0334516008141583,-0.0901997551575739,-0.0167014593488886,-0.553436663479242,0.0334759470746865,-0.064973696767858,0.084821025665717
"390","44",8.7,835,0.7252,1.342,46.5,21.5,21,14.07506702,6,0.39352119,124.3740005,2.597204208,"upland",224,2,2,1,2,2,2,1,237,1,0.0135709833075351,0.0375484865808089,-0.26615669302118,0.336772022148669,-0.00666283105153814,-0.00510370009411272,-0.0167014593488886,-0.553436663479242,0.0334759470746865,-0.0435632458568036,0.084821025665717
"391","45",5.095833302,1279,1.3524,1.24,27,24,24,17.14285714,6.4,0.733196437,160.5269928,4.464313984,"upland",0,1,1,1,1,1,1,3,74,1,0.234501474025189,0.0776608107407728,0.382768974131399,0.291334034212137,0.0529860573077994,0.20338203729711,-0.0567544396678221,-0.512138279261172,0.0518795302435979,-0.0734240874588569,0.043757147526487
"392","45",5.095833302,1279,1.3524,1.24,27,24,24,17.14285714,6.4,0.733196437,160.5269928,4.464313984,"upland",0,1,1,1,2,1,1,3,74,1,0.208610664509873,0.076090465646063,0.219563047175774,0.263382142175604,0.0483070931221302,0.190444721883958,-0.0567544396678221,-0.512138279261172,0.0518795302435979,-0.0734240874588569,0.0284811544866298
"393","45",5.095833302,1279,1.3524,1.24,27,24,24,17.14285714,6.4,0.733196437,160.5269928,4.464313984,"upland",0,1,1,1,2,1,1,3,74,1,0.208610664509873,0.076090465646063,0.219563047175774,0.263382142175604,0.0483070931221302,0.190444721883958,-0.0567544396678221,-0.512138279261172,0.0518795302435979,-0.0734240874588569,0.0284811544866298
"394","45",5.095833302,1279,1.3524,1.24,27,24,24,17.14285714,6.4,0.733196437,160.5269928,4.464313984,"upland",0,1,1,1,2,1,1,3,74,1,0.208610664509873,0.076090465646063,0.219563047175774,0.263382142175604,0.0483070931221302,0.190444721883958,-0.0567544396678221,-0.512138279261172,0.0518795302435979,-0.0734240874588569,0.0284811544866298
"395","45",5.095833302,1279,1.3524,1.24,27,24,24,17.14285714,6.4,0.733196437,160.5269928,4.464313984,"upland",0,1,1,1,2,1,1,3,74,1,0.208610664509873,0.076090465646063,0.219563047175774,0.263382142175604,0.0483070931221302,0.190444721883958,-0.0567544396678221,-0.512138279261172,0.0518795302435979,-0.0734240874588569,0.0284811544866298
"396","46",7.3,704,1.0044,1.38,79.4,8.6,10.44083527,6.525522042,6.4,0.490059108,153.6150055,2.294313192,"upland",80,2,1,1,1,3,1,1,168,174,0.293809690290239,0.0436111666401799,1.28145672684546,0.218623218651858,-0.0895274171714514,-0.106024182166566,-0.0969335332454569,-0.623462978254111,0.0245898501534516,-0.0782584509743109,0.150669015438792
"397","46",7.3,704,1.0044,1.38,79.4,8.6,10.44083527,6.525522042,6.4,0.490059108,153.6150055,2.294313192,"upland",80,2,1,1,3,3,2,1,168,174,0.327258268109242,0.0456883431979111,1.35555462304525,0.235558936739238,-0.0905543390506317,-0.095977217781258,-0.0969335332454569,-0.623462978254111,0.0245898501534516,-0.0782584509743109,0.121243002397902
"398","46",7.3,704,1.0044,1.38,79.4,8.6,10.44083527,6.525522042,6.4,0.490059108,153.6150055,2.294313192,"upland",80,2,1,1,1,3,1,1,81,174,0.215341297354135,0.0389768597627847,1.1296368007055,0.208542116545832,-0.0876118772074593,-0.133288593801144,-0.0969335332454569,-0.623462978254111,0.0245898501534516,-0.0782584509743109,0.127450640542438
